CODE;MNEMONIC;NAME;DESCRIPTION;GROUP;NSI_ID;STARTED;REVOKED;EXP;PWR_VIS;PWR_READ;PWR_ISS;CXT;LEGAL_RELATIONS;LAW_DETAILS;autokey
BBDOCS_CNTRCT_INSRNC_PRPRT_CNTRCTPRPRT45;CNTRCTPRPRT45;Заключать и подписывать договоры страхования строений граждан;Заключать и подписывать договоры страхования строений граждан;3958e91e-7362-4bb5-8a65-072e4f831658;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTPRPRT45
BBDOCS_CNTRCT_SRVC_SRVCWRK_CNTRCTSRVCGENERAL;CNTRCTSRVCGENERAL;Заключать и подписывать договоры оказания услуг;Заключать и подписывать договоры оказания услуг;9c18d7c3-1d42-4919-8266-baf81d662b07;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTSRVCGENERAL
BBDOCS_CNTRCT_SALE_RLSTT_DOCPRECNTRCTSLRLSTTGENERAL;DOCPRECNTRCTSLRLSTTGENERAL;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам предварительным договорам купли-продажи объектов недвижимого имущества;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам предварительным договорам купли-продажи объектов недвижимого имущества;eebd6552-3b72-4ea7-aa53-9e92e6b03f17;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCPRECNTRCTSLRLSTTGENERAL
BBDOCS_CNTRCT_MNGMNT_TRUST_CNTRCTTRUST1;CNTRCTTRUST1;"Заключать и подписывать договоры доверительного управления ценными бумагами
";"Заключать и подписывать договоры доверительного управления ценными бумагами
";364dfa29-0dfa-4f84-b135-881ad9d1e007;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTTRUST1
BBDOCS_CNTRCT_LBR_LABOUR_DOCSLABOUR25;DOCSLABOUR25;Подписывать и заверять иные справки, связанные с оплатой труда работника;Подписывать и заверять иные справки, связанные с оплатой труда работника;0179f22b-7d58-48d7-bfae-bb032cc13aaf;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSLABOUR25
BBDOCS_CNTRCT_INSRNC_LBLT_CNTRCTLBLT10;CNTRCTLBLT10;"Заключать и подписывать договоры обязательного страхования гражданской ответственности перевозчика при перевозке морским транспортом;";"Заключать и подписывать договоры обязательного страхования гражданской ответственности перевозчика при перевозке морским транспортом;";7411436c-0099-4576-99aa-fc1b16f6f222;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTLBLT10
BBDOCS_CNTRCT_INSRNC_PRSNL_CNTRCTPRSNL20;CNTRCTPRSNL20;Заключать и подписывать договоры страхования от несчастных случаев и болезней авиапассажиров в составе комбинированного (комплексного) договора страхования;Заключать и подписывать договоры страхования от несчастных случаев и болезней авиапассажиров в составе комбинированного (комплексного) договора страхования;0d48ab1a-4b17-4642-ae78-b93ef7e33537;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTPRSNL20
BBDOCS_CNTRCT_DPST_SVNGS_CNTRCTSVNGS2;CNTRCTSVNGS2;Заключать и подписывать договоры на привлечение денежных средств юридических лиц;Заключать и подписывать договоры на привлечение денежных средств юридических лиц;7c098ea7-52bd-47fc-85fa-701bfe509e48;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTSVNGS2
BBDOCS_CNTRCT_ACCNT_NMNL_CNTRCTNMNLGENERAL;CNTRCTNMNLGENERAL;Заключать и подписывать договоры номинального счета;Заключать и подписывать договоры номинального счета;2366bed6-918b-4613-9734-267f90ae88c5;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTNMNLGENERAL
BBDOCS_CNTRCT_TRFFC_PICKUP_CNTRCTPICKUP10;CNTRCTPICKUP10;Заключать и подписывать договоры на доставку и перевозку драгоценных металлов;Заключать и подписывать договоры на доставку и перевозку драгоценных металлов;16a1e7f6-51d6-493d-b306-8ea9a24ed446;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTPICKUP10
BBDOCS_CNTRCT_STRG_SQSTR_CNTRCTSQSTRGENERAL;CNTRCTSQSTRGENERAL;Заключать и подписывать договоры хранения вещей, являющихся предметом спора (секвестр);Заключать и подписывать договоры хранения вещей, являющихся предметом спора (секвестр);af0200e6-7d32-41e2-8073-40aed6c937c9;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTSQSTRGENERAL
BBDOCS_CNTRCT_SRVC_TRD_CNTRCTTRDGENERAL;CNTRCTTRDGENERAL;Заключать и подписывать договоры (соглашения) по операциям торгового финансирования;Заключать и подписывать договоры (соглашения) по операциям торгового финансирования;94f20e0e-bbf0-4ddd-9127-e53b247508b9;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTTRDGENERAL
BBDOCS_CNTRCT_DEBT_CRDT_CNTRCTCRDT12;CNTRCTCRDT12;Заключать и подписывать договоры об открытии возобновляемой кредитной линии;Заключать и подписывать договоры об открытии возобновляемой кредитной линии;b10a109c-ded0-412b-8ecf-9ebd1cbe2b62;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTCRDT12
BBDOCS_CNTRCT_SRVC_BLD_CNTRCTBLD25;CNTRCTBLD25;Заключать и подписывать договоры подряда на выполнение проектных и изыскательных работ;Заключать и подписывать договоры подряда на выполнение проектных и изыскательных работ;07fefdc1-7917-4b32-85ed-4ffaa4e7f7dd;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTBLD25
BBDOCS_CNTRCT_SRVC_BLD_CNTRCTBLD5;CNTRCTBLD5;Заключать и подписывать договоры оказания услуг по уборке снега;Заключать и подписывать договоры оказания услуг по уборке снега;07fefdc1-7917-4b32-85ed-4ffaa4e7f7dd;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTBLD5
BBDOCS_DOCS_DCSALL_DCSNO_DOCSNO6;DOCSNO6;Направление, получение и подписание уведомлений о зачете;Направление, получение и подписание уведомлений о зачете;5afd4d9d-b648-43a5-92b5-cc36b691303b;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSNO6
BBDOCS_CNTRCT_SRVC_MRKTNG_CNTRCTMRKTNG8;CNTRCTMRKTNG8;Заключать и подписывать договоры об оказании услуг по анализу данных;Заключать и подписывать договоры об оказании услуг по анализу данных;b3812a09-b5d7-4551-a5ad-6b6410243e27;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTMRKTNG8
BBDOCS_CNTRCT_INSRNC_LBLT_CNTRCTLBLT25;CNTRCTLBLT25;Заключать и подписывать договоры добровольного страхования гражданской ответственности за причинение вреда третьим лицам в составе комбинированного (комплексного) договора страхования средств водного транспорта;Заключать и подписывать договоры добровольного страхования гражданской ответственности за причинение вреда третьим лицам в составе комбинированного (комплексного) договора страхования средств водного транспорта;7411436c-0099-4576-99aa-fc1b16f6f222;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTLBLT25
BBDOCS_CNTRCT_SRVC_AUDIT_CNTRCTAUDITGENERAL;CNTRCTAUDITGENERAL;Заключать и подписывать договоры на оказание аудиторских услуг;Заключать и подписывать договоры на оказание аудиторских услуг;0b564ffe-69d8-4a1e-bb97-dba98002056f;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTAUDITGENERAL
BBDOCS_CNTRCT_INSRNC_LBLT_CNTRCTLBLT7;CNTRCTLBLT7;Заключать и подписывать договоры обязательного страхования гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров (по договорам страхования с индивидуальными предпринимателями и юридическими лицами);Заключать и подписывать договоры обязательного страхования гражданской ответственности перевозчика за причинение вреда жизни, здоровью, имуществу пассажиров (по договорам страхования с индивидуальными предпринимателями и юридическими лицами);7411436c-0099-4576-99aa-fc1b16f6f222;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTLBLT7
BBDOCS_CNTRCT_STRG_SQSTR_DOCSSQSTR2;DOCSSQSTR2;Подписывать, представлять и получать акты о возврате товарно-материальных ценностей, сданных на хранение;Подписывать, представлять и получать акты о возврате товарно-материальных ценностей, сданных на хранение;af0200e6-7d32-41e2-8073-40aed6c937c9;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSSQSTR2
BBDOCS_CNTRCT_AGENCY_AGNC_ADDTNLCNTAGNCGENERAL;ADDTNLCNTAGNCGENERAL;Заключать и подписывать к договорам агентирования приложения, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;Заключать и подписывать к договорам агентирования приложения, спецификации, дополнительные соглашения (соглашения) об их изменении, расторжении и прекращении;61240e58-99bf-4567-bd8a-8a006a0fcd24;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_ADDTNLCNTAGNCGENERAL
BBDOCS_CNTRCT_MNGMNT_TRUST_CNTRCTTRUST8;CNTRCTTRUST8;Заключать и подписывать договоры доверительного управления имуществом;Заключать и подписывать договоры доверительного управления имуществом;364dfa29-0dfa-4f84-b135-881ad9d1e007;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTTRUST8
BBDOCS_DOCS_DCSALL_SRCDOC_SOURCEDOCS5;SOURCEDOCS5;Подписывать товарные, товарно-транспортные, транспортные накладные, универсальные передаточные документы (УПД);Подписывать товарные, товарно-транспортные, транспортные накладные, универсальные передаточные документы (УПД);a0456f38-50b2-44e1-8998-2d3bbf5cb67b;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_SOURCEDOCS5
BBDOCS_CNTRCT_STRG_BNK_DOCSBNKGENERAL;DOCSBNKGENERAL;Подписывать, направлять документы, связанные с исполнением/неисполнением обязательств по договорам хранения в банке/аренды специальных помещений и сейфов;Подписывать, направлять документы, связанные с исполнением/неисполнением обязательств по договорам хранения в банке/аренды специальных помещений и сейфов;637119cc-d901-44c4-9ff0-b7468a0e7e63;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSBNKGENERAL
BBDOCS_CNTRCT_STRG_LMBRD_CNTRCTLMBRDGENERAL;CNTRCTLMBRDGENERAL;Заключать и подписывать договоры хранения в ломбарде;Заключать и подписывать договоры хранения в ломбарде;ef73ce62-d846-4cfe-abf5-fd32320bcaa1;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTLMBRDGENERAL
BBDOCS_CNTRCT_OBLGTN_CLLTRL_DOCSCLLTRL2;DOCSCLLTRL2;Подписывать, направлять документы, связанные с исполнением/неисполнением обязательств по договорам залога движимого имущества;Подписывать, направлять документы, связанные с исполнением/неисполнением обязательств по договорам залога движимого имущества;6ebcfc3d-17ba-43d8-99cb-85cc4f5352f4;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSCLLTRL2
BBDOCS_CNTRCT_TRFFC_TRNSPRT_CNTRCTTRNSPRT3;CNTRCTTRNSPRT3;Заключать и подписывать договоры транспортной экспедиции;Заключать и подписывать договоры транспортной экспедиции;20d9419a-eea2-43a9-ab03-ad64d5fb7b73;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTTRNSPRT3
BBDOCS_CNTRCT_OBLGTN_CLLTRL_CNTRCTCLLTRL11;CNTRCTCLLTRL11;Заключать и подписывать договоры залога исключительных прав на результаты интеллектуальной деятельности и приравненные к ним средства индивидуализации;Заключать и подписывать договоры залога исключительных прав на результаты интеллектуальной деятельности и приравненные к ним средства индивидуализации;6ebcfc3d-17ba-43d8-99cb-85cc4f5352f4;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTCLLTRL11
BBDOCS_CNTRCT_INSRNC_LBLT_CNTRCTLBLT68;CNTRCTLBLT68;Заключать и подписывать соглашения об урегулировании страховых случаев;Заключать и подписывать соглашения об урегулировании страховых случаев;7411436c-0099-4576-99aa-fc1b16f6f222;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTLBLT68
BBDOCS_CNTRCT_OBLGTN_LTCRDT_DOCSLTCRDT2;DOCSLTCRDT2;Заверять документы, связанные с исполнением/неисполнением обязательств по договорам об аккредитиве, предоставлением финансирования по аккредитивам и проведением аккредитивных операций;Заверять документы, связанные с исполнением/неисполнением обязательств по договорам об аккредитиве, предоставлением финансирования по аккредитивам и проведением аккредитивных операций;e17f5eb1-c021-484b-9f56-d32cfa647a49;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSLTCRDT2
BBDOCS_CNTRCT_INSRNC_STT_DOCSSTT4;DOCSSTT4;Подписывать акты о страховых случаях;Подписывать акты о страховых случаях;0ada32c1-6183-40c7-b91f-20bdffce81da;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSSTT4
BBDOCS_CNTRCT_SRVC_CRRNC_DOCSCRRNCGENERAL;DOCSCRRNCGENERAL;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам услуг с валютными ценностями;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам услуг с валютными ценностями;c806549e-d6e2-4760-b8f4-0196d8ebedd4;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSCRRNCGENERAL
BBDOCS_CNTRCT_SRVC_CNNCTN_DOCSCNNCTN7;DOCSCNNCTN7;"Подписывать, представлять и получать заявления на изменение адреса и/или метода доставки счетов;";"Подписывать, представлять и получать заявления на изменение адреса и/или метода доставки счетов;";ff7645f5-5934-46a3-8858-17d663ee81ed;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSCNNCTN7
BBDOCS_DOCS_DCSALL_DCSYES_DOCSYESGENERAL;DOCSYESGENERAL;Подписывать, направлять и получать письма, уведомления, ответы на запросы и предписания, справки, заявления и другие документы для предоставления в контролирующие органы/иные организации (структурные подразделения);Подписывать, направлять и получать письма, уведомления, ответы на запросы и предписания, справки, заявления и другие документы для предоставления в контролирующие органы/иные организации (структурные подразделения);ba5afeaf-faf0-4ddf-999f-d5634a553ee5;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSYESGENERAL
BBDOCS_CNTRCT_SALE_DLVR_ACTDLVRGDSGENERAL;ACTDLVRGDSGENERAL;Подписывать акты сдачи-приемки товара (оборудования, работ, услуг);Подписывать акты сдачи-приемки товара (оборудования, работ, услуг);669d5cea-1508-4d48-aa06-a341c71795d6;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_ACTDLVRGDSGENERAL
BBDOCS_CNTRCT_OBLGTN_GRNT_CNTRCTGRNT5;CNTRCTGRNT5;Заключать и подписывать договоры поручительства, договоры о залоге, иные обеспечительные договоры, связанные с выдачей независимых гарантий (банковских гарантий, резервных аккредитивов);Заключать и подписывать договоры поручительства, договоры о залоге, иные обеспечительные договоры, связанные с выдачей независимых гарантий (банковских гарантий, резервных аккредитивов);069d7064-987b-42eb-947c-4216d3decd1d;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTGRNT5
BBDOCS_CNTRCT_SRVC_BLD_CNTRCTBLD23;CNTRCTBLD23;Заключать и подписывать договоры на выполнение комплекса работ по согласованию перепланировки;Заключать и подписывать договоры на выполнение комплекса работ по согласованию перепланировки;07fefdc1-7917-4b32-85ed-4ffaa4e7f7dd;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTBLD23
BBDOCS_DOCS_DCSALL_DCSNO_DOCSNO3;DOCSNO3;Подписывать, направлять и получать уведомления о расчете задолженности (неустойки, штраф, пени);Подписывать, направлять и получать уведомления о расчете задолженности (неустойки, штраф, пени);5afd4d9d-b648-43a5-92b5-cc36b691303b;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSNO3
BBDOCS_CNTRCT_SRVC_FCTRNG_CNTRCTFCTRNG2;CNTRCTFCTRNG2;Заключать и подписывать договоры проектного финансирования;Заключать и подписывать договоры проектного финансирования;991928bd-8006-408e-bc1f-454d9cb272c3;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTFCTRNG2
BBDOCS_CNTRCT_CMMSSN_CMSSN_DOCSCMSSN1;DOCSCMSSN1;Подписывать отчет комиссионера;Подписывать отчет комиссионера;69adaca6-212e-410d-8d7e-34a75db7ed26;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSCMSSN1
BBDOCS_CNTRCT_SRVC_CNNCTN_DOCSCNNCTN2;DOCSCNNCTN2;Подписывать, представлять и получать биллинг;Подписывать, представлять и получать биллинг;ff7645f5-5934-46a3-8858-17d663ee81ed;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSCNNCTN2
BBDOCS_CNTRCT_TRFFC_TRNSPRT_DOCSTRNSPRTGENERAL;DOCSTRNSPRTGENERAL;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам оказания транспортных/логистических услуг;Подписывать документы, связанные с исполнением/неисполнением обязательств по договорам оказания транспортных/логистических услуг;20d9419a-eea2-43a9-ab03-ad64d5fb7b73;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSTRNSPRTGENERAL
BBDOCS_CNTRCT_INSRNC_PRSNL_CNTRCTPRSNL32;CNTRCTPRSNL32;Заключать и подписывать договоры страхования от несчастных случаев и болезней заемщика по договору кредита (займа), в том числе, обеспеченном ипотекой в составе комбинированного (комплексного) договора страхования;Заключать и подписывать договоры страхования от несчастных случаев и болезней заемщика по договору кредита (займа), в том числе, обеспеченном ипотекой в составе комбинированного (комплексного) договора страхования;0d48ab1a-4b17-4642-ae78-b93ef7e33537;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTPRSNL32
BBDOCS_DOCS_DCSALL_SRCDOC_SOURCEDOCS10;SOURCEDOCS10;Подписывать накладные на отпуск материалов на сторону,;Подписывать накладные на отпуск материалов на сторону,;a0456f38-50b2-44e1-8998-2d3bbf5cb67b;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_SOURCEDOCS10
BBDOCS_CNTRCT_INSRNC_FRSKS_DOCSFRSKS4;DOCSFRSKS4;Подписывать акты о страховых случаях;Подписывать акты о страховых случаях;67c4ac52-5415-4ad9-b1ed-c4ca55c4ad99;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSFRSKS4
BBDOCS_CNTRCT_INSRNC_LBLT_CNTRCTLBLT28;CNTRCTLBLT28;Заключать и подписывать договоры добровольного страхование гражданской ответственности организаций, эксплуатирующих опасные производственные объекты;Заключать и подписывать договоры добровольного страхование гражданской ответственности организаций, эксплуатирующих опасные производственные объекты;7411436c-0099-4576-99aa-fc1b16f6f222;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTLBLT28
BBDOCS_CNTRCT_ERRAND_ERRND_CNTRCTERRND1;CNTRCTERRND1;Заключать и подписывать договоры поручения Удостоверяющего Центра;Заключать и подписывать договоры поручения Удостоверяющего Центра;a31edc15-21ab-4c68-8f4b-d5ccabefe967;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTERRND1
BBDOCS_CNTRCT_SRVC_HR_DOCSHR2;DOCSHR2;Подписывать акты выполнения работ;Подписывать акты выполнения работ;895a318c-813a-4c16-8a87-01d988872ee9;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSHR2
BBDOCS_CNTRCT_SRVC_SRVCWRK_CNTRCTSRVC15;CNTRCTSRVC15;Заключать и подписывать соглашения об электронном документообороте;Заключать и подписывать соглашения об электронном документообороте;9c18d7c3-1d42-4919-8266-baf81d662b07;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_CNTRCTSRVC15
BBDOCS_CNTRCT_INSRNC_PRPRT_DOCSPRPRT7;DOCSPRPRT7;Подписывать, направлять документы, связанных с реализацией страховой организацией годных остатков имущества, поступившего в собственность страховой организации после осуществления страховой выплаты, третьим лицам;Подписывать, направлять документы, связанных с реализацией страховой организацией годных остатков имущества, поступившего в собственность страховой организации после осуществления страховой выплаты, третьим лицам;3958e91e-7362-4bb5-8a65-072e4f831658;BB;01.09.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_DOCSPRPRT7
